id,company,logo,description,site,address,size,phone,email
194,Splus Software,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/splus-software-606532163dd66.jpg,"More than expected,  SPLUSSOFTWARE is established in 2015 by experts that have more than 12 years of experience in providing software services from top IT companies in Vietnam After 6 years, we have built a strong technical and management team that can handle large and complex projects, Our members were selected from top Universities in Vietnam and overseas, Now, we are looking for many positions such as Java, PHP Developer, BrSE, Software Tester, Communicator Lets join us to help SplusSoftware write the name in the world software outsourcing industry, WORKING ENVIRONMENT AND BENEFITS",https://www.topcv.vn/cong-ty/splus-software/27077.html,"11th Floor, Hado Airport Building, No.02, Hong Ha street, ward 2, Tan Binh district, HC",100-499,098 7099445,splussoftware@gmail.com
195,Apero Technologies Group,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/fhfyBqu5FVU9Ltj5gvLIIB8VlM4wTEQV_1663215495____94dd50c36943a4b6f629f0a3a3ed5256.png,"Apero Technologies Group là tập đoàn về Công nghệ đa quốc gia được thành lập vào Tháng 06 năm 2020 Apero đặt trụ sở chính tại thủ đô Hà Nội, Bộ máy hoạt động,  Thành tích đã đạt được Công ty Top 30 Global Publisher với hệ sinh thái các sản phẩm 300 triệu download trong vòng 2 năm Apero Blockchain Foundation Gọi vốn thành công 2,4M USD,  Sứ mệnh Tạo ra các sản phẩm công nghệ đẳng cấp thế giới giúp hàng tỷ người giải trí và làm việc hiệu quả Tầm nhìn Đến 2025 các sản phẩm của Apero phục vụ hơn 1 tỷ người dùng hàng ngày Giá trị cốt lõi Run Startup  Run Global  TechProduct Driven",https://www.topcv.vn/cong-ty/apero-technologies-group/118024.html,"Trụ sở chính tại Hà Nội: Toà nhà Golden West, số 2 Lê Văn Thiêm, Nhân Chính, Thanh Xuân - Chi nhánh tại Hồ Chí Minh: 165-167 Nguyễn Thị Thập, Khu đô thị Him Lam, phường Tân Hưng, Quận 7",100-499,098 7375290,aperotechnologiesgroup@gmail.com
196,OPPO VIỆT NAM,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/oppo-viet-nam-5d1c7c7e0fe70.jpg,"OPPO là thương hiệu đã được đăng ký toàn cầu, chuyên cung cấp các thiết bị điện tử di động và sản phẩm công nghệ cho hơn 28 quốc gia, trong đó có Hoa Kỳ, Trung Quốc, Úc và nhiều quốc gia thuộc khu vực Châu Âu, Đông Nam Á, Nam Á, Trung Đông và Châu Phi, , Với tinh thần đơn giản và tập trung, OPPO luôn mong muốn cung cấp cho khách hàng những trải nghiệm tốt nhất trên thiết bị di động mà mình sở hữu, thông qua những đường nét thiết kế tinh xảo cùng công nghệ thông minh đáp ứng nhu cầu của cuộc sống và công việc, , Tại OPPO, chúng tôi luôn tìm tòi và phát triển các sản phẩm công nghệ tiên tiến, phục vụ những nhu cầu và mong đợi của người dùng nhiều hơn, thay vì chỉ là các trải nghiệm cơ bản, , Đó là lý do mà các OPPOer luôn cống hiến và nỗ lực hết mình, để mang lại những sản phẩm và dịch vụ tốt nhất cho người dùng Mỗi sản phẩm đến tay khách hàng luôn là những tâm huyết của tập thể OPPOer",https://www.topcv.vn/cong-ty/oppo-viet-nam/23311.html,"31/17 Hoàng Việt, Phường 14, Quận Tân Bình, TP.HCM",5000+,098 5897351,oppovietnam@gmail.com
197,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-tnhh-1-thanh-vien-cong-nghe-va-truyen-thong-3i-5caea01dd80dc.jpg,"3i được sáng lập với lý tưởng vận dụng sức sáng tạo của con người về măt công nghệ để phục vụ xã hội những sản phẩm và giải pháp mang tính trí tuệ và hiệu quả cao trong cuộc sống, , Được thành lâp vào tháng 3 năm 2006 với tiền thân là một đội chuyên gia phần mềm và giải pháp viễn thông có kinh nghiệm từ Hàn Quốc Chúng tôi đang từng bước đạt được uy tín và niềm tin từ khách hàng với những sản phẩm công nghệ hiện đại và phù hợp với các doanh nghiệp trong nước và các đối tác nước ngoài như Hàn Quốc , Nhật Bản , Trung Quốc, , Hệ thống sản phẩm của 3i hiện nay chủ yếu về các lĩnh vực internet , truyền thông , các giải pháp tối ưu hóa quy trình quản lý trong các doanh nghiệp như sản xuất , kinh doanh bất động sản , chứng khoán Ngoài ra để đáp ứng nhu cầu ngày càng cao của thị trường, 3i cũng cung cấp đội ngũ nhân lực dày kinh nghiệm và năng động cho các công ty outsource và nhận gia công các sản phẩm thương mại điện tử, ứng dụng thông minh, hệ thống website bản hàngvv, ",https://www.topcv.vn/cong-ty/cong-ty-tnhh-1-thanh-vien-cong-nghe-va-truyen-thong-3i/6513.html,"Nhà B1-4, khu đô thị 54 Hạ Đình, ngõ 85 Hạ Đình, Q.Thanh Xuân, TP.Hà Nội",25-99,098 8800835,truyenthong3i@gmail.com
198,Schneider Electric Vietnam,https://www.topcv.vn/v4/image/topcv-logo-company-default.png,"Schneider Electric is the global specialist in energy management and automation With revenues of 27 billion in FY2015, our 160,000 employees serve customers in over 100 countries, helping them to manage their energy and process in ways that are safe, reliable, efficient and sustainable From the simplest of switches to complex operational systems, our technology, software and services improve the way our customers manage and automate their operations Our connected technologies reshape industries, transform cities and enrich lives, At Schneider Electric, we call this Life Is On",https://www.topcv.vn/cong-ty/schneider-electric-vietnam/5489.html,"Unit 7.2, 7th Fl., Etown 1 Building, 364 Cong Hoa Street, Tan Binh District, Ho Chi Minh City, Vietnam",1000+,098 4688021,schneiderelectricvietnam@gmail.com
199,CÔNG TY CỔ PHẦN GIẢI PHÁP VÀ CÔNG NGHỆ VIETNIX,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-co-phan-giai-phap-va-cong-nghe-vietnix-624e5b3f74427.jpg,"Công ty Cổ phần giải pháp và Công nghệ Vietnix, Uy tín  Chất lượng  Hiệu quả",https://www.topcv.vn/cong-ty/cong-ty-co-phan-giai-phap-va-cong-nghe-vietnix/96614.html,"265 Hồng Lạc, Phường 10, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",25-99,098 1741794,congnghevietnix@gmail.com
200,Công ty TNHH Cốc Cốc,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-tnhh-coc-coc-60ec78edb2aa3a99231fa8fe25bb3b86-5dc8d3d764260.jpg,"Cốc Cốc is founded in 2010 On May 14, 2013, Cốc Cốc officially launched the Co Rom Browser, later renamed to Coc Coc Browser, marking the beginning of the journey to conquer the Vietnamese user experience of a young team with many great ambitions One year later, Cốc Cốc became the 2nd most popular browser in Vietnam and received US14M investment from Huber Burda Media In 2016, Cốc Cốc thrived to be the 2nd biggest publisher in Vietnam, Cốc Cốcs vision is to become the gateway to the Internet used every day by most Vietnamese in 2025, Cốc Cốc Core Values User First  Deliver Result  Teamwork  Mutual Trust and Respect  Innovation",https://www.topcv.vn/cong-ty/cong-ty-tnhh-coc-coc/252.html,"Tòa nhà ICON 4, 243A Đê La Thành, Đống Đa, Hà Nội",100-499,098 3923965,tnhhcoccoc@gmail.com
201,CÔNG TY TNHH MẶT TRỜI CÁT BÀ - CHI NHÁNH SUN WORLD CÁT BÀ,https://www.topcv.vn/v4/image/topcv-logo-company-default.png,Công ty chưa thêm phần này,https://www.topcv.vn/cong-ty/cong-ty-tnhh-mat-troi-cat-ba-chi-nhanh-sun-world-cat-ba/145212.html,"Thôn Chấn, Xã Đồng Bài, Huyện Cát Hải, Thành phố Hải Phòng, Việt Nam",25-99,098 6918854,worldcatba@gmail.com
202,Công ty Cổ phần đường Việt Nam,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-co-phan-duong-viet-nam-5dce14d979e8a.jpg,"Công Ty CP Đường Việt Nam chuyên sản xuất các loại đường ăn như đường cát trắng, đường trắng cao cấp, đường tinh luyện, đường Saccaroza, đường trắng tiêu chuẩn, Bên cạnh đó, công ty còn chế tác và gia công các loại máy móc trong ngành sản xuất đường,  Năng lực của Công Ty Đờng Việt Nam,  Sản lượng 100  150000 tấn đường năm,  Đội ngũ nhân viên trên 500 người,  Sản phẩm đường cát trắng đạt chứng nhận đủ điều kiện VSATTP,  Nguồn nguyên liệu từ các tỉnh Khánh Hòa, Ninh Thuận, Đắc Lắc,  Với đội ngũ nhân viên chuyên nghiệp, giàu kinh nghiệm cùng hệ thống máy móc hiện đại, Vietsugar tự tin sẽ đáp ứng được nhu cầu của các khách hàng trong và ngoài nước và làm hài lòng mọi quý khách hàng Rất hân hạnh được hợp tác",https://www.topcv.vn/cong-ty/cong-ty-co-phan-duong-viet-nam/29769.html,"Thôn Tân Quý, xã Cam Thành Bắc, huyện Cam Lâm, tỉnh Khánh Hòa",500-1000,098 3468446,duongvietnam@gmail.com
203,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-co-phan-ha-tang-vien-thong-cmc-telecom-5af4f4a61b6e4_rs.jpg," GIỚI THIỆU CÔNG TY, CMC Telecom là một trong 8 công ty thành viên của Tập đoàn Công nghệ CMC Với gần 9 năm xây dựng, phát triển, CMC Telecom là công ty hạ tầng viễn thông nằm trong TOP 4 các công ty viễn thông hàng đầu Việt Nam CMC Telecom là nhà cung cấp đầu tiên áp dụng công nghệ GPON và sở hữu hạ tầng truyền dẫn 100 cáp quang, CMC Telecom được biết tới là nhà cung cấp dịch vụ toàn diện với các sản phẩm truyền số liệu chuyên biệt cho doanh nghiệp như Internet Leased Line, dịch vụ Wan nội hạt liên tỉnh quốc tế, Internet cáp quang cho doanh nghiệp và đặc biệt là sản phẩm Internet trên mạng Truyền hình cáp Việt Nam VTVnet cho gia đình Không chỉ cung cấp những dịch vụ viễn thông cơ bản, CMC Telecom còn cung cấp cả các dịch vụ gia tăng cho khối khách hàng doanh nghiệp như Video Conference, Bảo mật Hệ thống và dịch vụ Managed Service, Hai 02 Data Center trung lập tiêu chuẩn Tier3 của CMC Telecom tại Hà Nội và TP Hồ Chí Minh thuộc Liên minh Dữ liệu Á Châu ADCA đã nhận được chứng nhận về bảo mật, an toàn thông tin theo tiêu chuẩn quốc tế IECISO 27001,  VÌ SAO BẠN LẠI LỰA CHỌN CMC Telecom LÀ NƠI PHÁT TRIỂN SỰ NGHIỆP, Ngay từ những ngày đầu thành lập, chúng tôi luôn mong muốn tập hợp được đội ngũ nhân sự có trình độ chuyên môn cao, có tư cách đạo đức tốt để cùng hợp tác, phát triển và chung tay xây dựng công ty ngày càng lớn mạnh và phát triển không ngừng, Đối với chúng tôi, nhân lực là tài sản quý giá nhất Sự thành công của CMC Telecom ngày hôm nay có được là nhờ sự đóng góp to lớn của những thế hệ đã và đang làm việc từ khi mới thành lập cho đến hôm nay Chúng tôi đã, đang và mãi mãi ý thức như vậy, Chúng tôi cam kết sẽ tạo điều kiện cho các ứng cử viên trúng tuyển được làm việc trong một môi trường chuyên nghiệp, thân thiện và cạnh tranh lành mạnh Chúng tôi cam kết sẽ tạo ra những cơ hội để tất cả cán bộ nhân viên trong công ty có thể phát huy tốt nhất khả năng, chuyên môn, nhiệt huyết làm việc để cống hiến cho công ty, cho xã hội, và được hưởng các quyền lợi xứng đáng với công sức của mình Chúng tôi cam kết đảm bảo thu nhập ổn định ở mức cao, đáp ứng đầy đủ các quyền lợi của người lao động được quy định tại luật lao động, và hơn thế nữa, Hãy đến với chúng tôi để xây dựng CMC Telecom ngày càng phát triển và vững mạnh,  Địa Điểm,  Trụ sở chính Tầng 11 tòa nhà CMC, Đường Duy Tân, Q Cầu Giấy, TP Hà Nội,  Chi nhánh Hà Nội Tầng 12 tòa nhà CMC, Đường Duy Tân, Q Cầu Giấy, TP Hà Nội,  Chi nhánh Hải Phòng104 Văn Cao, P Đằng Giang, Q Ngô Quyền, TP Hải Phòng,  Chi nhánh Đà Nẵng 383 Nguyễn Văn Linh  PThạc Gián  QThanh Khê  TpĐà Nẵng,  Chi nhánh HCM Tầng 4, tòa nhà Paxsky3, số 225 Bis Đường Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, TP Hồ Chí Minh",https://www.topcv.vn/cong-ty/cong-ty-co-phan-ha-tang-vien-thong-cmc-telecom/9827.html,"Tầng 11, Tòa nhà CMC, 11 đường Duy Tân, quận Cầu Giấy, Hà Nội",500-1000,098 1128886,thongcmctelecom@gmail.com
204,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-tnhh-samsung-sds-viet-nam-6075021cab6e8.jpg,"Samsung SDS was founded in 1985 as the ICT arm of the Samsung Group Our solutions have been leading the digital transformation and innovation of our clients for over 30 years across a wide range of industries With operations in 30 countries, Samsung SDSs solutions utilize advanced analytics platforms, AI, and blockchain technologies to serve a diverse range of industries including financial services, smart manufacturing, global logistics, and retail Our vision for the new era is to become a datadriven digital transformation leader by leveraging the most advanced ICT technologies and solutions to discover actionable insights",https://www.topcv.vn/cong-ty/cong-ty-tnhh-samsung-sds-viet-nam/61795.html,"Lô CN05, đường YP6, Khu công nghiệp Yên Phong, Xã Yên Trung, Huyện Yên Phong, Tỉnh Bắc Ninh, Việt Nam",500-1000,098 9402818,sdsvietnam@gmail.com
205,Panasonic R&D Center Việt Nam,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/x4p61lCgvzkcoJTuI8E2bU3YKuqxY5rn_1681805811____699e5b89c50c5eef757db4d323595a71.jpg,"Công ty TNHH Panasonic RD Center Việt Nam được thành lập vào tháng 4 năm 2007 là công ty nghiên cứu và phát triển trực thuộc Tập đoàn Panasonic tại Việt Nam, với mục tiêu thúc đẩy hoạt động nghiên cứu và phát triển các sản phẩm điện tử gia dụng tại việt nam, thiết kế và xây dựng các phần mềm cũng như nâng cao trình độ phát triển phầm mềm toàn cầu Công ty hướng tới thiết kế và phát triển những giải pháp phần mềm chất lượng, đóng góp cho sự phát triển công nghệ điện tử",https://www.topcv.vn/cong-ty/panasonic-rd-center-viet-nam/140998.html,"Tầng 17 - Tháp Đông, Tòa tháp Lotte Center Hà Nội, Số 54 đường Liễu Giai, phường Cống Vị, quận Ba Đình, Hà Nội, Việt Nam",100-499,098 6584219,centervietnam@gmail.com
